Marca temporal,Ciudad , Colegio,Grado,Edad,Género ,Grupo_familiar,Zona_Vivienda,Grupo_Social,8  Empujando_intencional, 9. Halado_cabello_agredido,10 Agredido_con_golpes ,11 Dañado_objetos ,12. ¿Lanzan_objetos? ,13. ¿Insultos_ofensas?,14 ¿Víctima_chantaje?,15 ¿Avergonzado_público?,16 ¿Amenazas? ,17 ¿Víctima_bromas_pesadas?,18 ¿Frases excluyentes?,19 ¿Burlas_por_aspecto_físico_o_ condiciones_ particulares? ,20 ¿Mensajes_contenido_ofensivo_desagradable?,"21. ¿Insultos, groserías y palabras desagradables a través de redes sociales? ",22. ¿Ha recibido fotos y/o videos desagradables o incómodos sobre usted u otras personas a través de las redes sociales?,23. ¿Ha recibido chantaje o amenazas por fotos o videos incómodos donde usted aparezca?
9/12/2023 9:35:28,Tunja,SILVINO RODRIGUEZ,8-06,De 14-17 años,Masculino,Madre,Urbano,Ninguna,Nunca,Nunca,Nunca,Una vez al mes,Nunca,Una vez al mes,Nunca,Una vez al mes,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
9/12/2023 10:28:11,Tunja,SILVINO RODRIGUEZ,8-06,De 14-17 años,Femenino,"Madre y Padre, Hermanos, Abuelos",Urbano,Ninguna,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
9/12/2023 10:29:41,Tunja,SILVINO RODRIGUEZ,8-06,De 14-17 años,Femenino,"Madre y Padre, Hermanos",Urbano,Ninguna,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
9/12/2023 10:31:07,Tunja,SILVINO RODRIGUEZ,8-06,De 14-17 años,Femenino,Madre,Urbano,Ninguna,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
9/12/2023 10:32:36,Tunja,SILVINO RODRIGUEZ,8-06,De 14-17 años,Masculino,"Madre y Padre, Hermanos",Urbano,Ninguna,Una vez al mes,Nunca,Una vez al mes,Nunca,Nunca,Una vez al mes,Nunca,Nunca,Una vez al mes,Nunca,Nunca,Nunca,Una vez al mes,Una vez al mes,Nunca,Nunca
7/11/2023 20:05:31,Guapi,,Once,De 14-17 años,Masculino,"Madre, Padre y hermanos",Rural,,Entre 2 y 4 veces al mes,Nunca,Una vez al mes,Una vez al mes,Una vez al mes,5 o más veces al mes,Una vez al mes,5 o más veces al mes,Nunca,5 o más veces al mes,5 o más veces al mes,5 o más veces al mes,Una vez al mes,5 o más veces al mes,Nunca,Nunca
7/11/2023 20:26:25,Guapi,,Decimo,De 14-17 años,Femenino,"Madre, Padre y hermanos",Rural,,5 o más veces al mes,Nunca,Una vez al mes,Nunca,Nunca,Una vez al mes,Una vez al mes,Una vez al mes,Una vez al mes,Entre 2 y 4 veces al mes,Entre 2 y 4 veces al mes,Una vez al mes,5 o más veces al mes,5 o más veces al mes,5 o más veces al mes,5 o más veces al mes
7/11/2023 20:56:02,Guapi,,Séptimo,De 11-13 años,Femenino,"Tíos , abuelos o primos",Rural,,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Una vez al mes,Nunca,Una vez al mes,Una vez al mes,Una vez al mes,Nunca,Nunca,Nunca,Nunca
7/12/2023 9:05:53,Guapi,,Once,Mayor a 17 años,Femenino,Madre,Rural,,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
7/12/2023 18:35:36,Guapi,,Sexto,De 11-13 años,Femenino,"Madre, Padre y hermanos",Rural,,5 o más veces al mes,Una vez al mes,5 o más veces al mes,Una vez al mes,Una vez al mes,Entre 2 y 4 veces al mes,Entre 2 y 4 veces al mes,Entre 2 y 4 veces al mes,Entre 2 y 4 veces al mes,5 o más veces al mes,Entre 2 y 4 veces al mes,Entre 2 y 4 veces al mes,Entre 2 y 4 veces al mes,Entre 2 y 4 veces al mes,Entre 2 y 4 veces al mes,Una vez al mes
7/12/2023 18:43:12,Guapi,,Once,De 14-17 años,Masculino,Otros,Rural,,Nunca,Nunca,Nunca,Una vez al mes,Nunca,Una vez al mes,Nunca,Entre 2 y 4 veces al mes,Una vez al mes,Nunca,Una vez al mes,Una vez al mes,Nunca,Nunca,Nunca,Nunca
7/12/2023 18:47:57,Guapi,,Decimo,De 14-17 años,Masculino,"Madre, Padre y hermanos",Rural,,Una vez al mes,Nunca,Nunca,Nunca,Nunca,Nunca,Una vez al mes,Una vez al mes,Nunca,Una vez al mes,Una vez al mes,Una vez al mes,Una vez al mes,Una vez al mes,Una vez al mes,Una vez al mes
7/12/2023 18:51:51,Guapi,,Decimo,Mayor a 17 años,Femenino,"Madre, Padre y hermanos",Rural,,Una vez al mes,Una vez al mes,Nunca,Entre 2 y 4 veces al mes,Entre 2 y 4 veces al mes,Entre 2 y 4 veces al mes,Una vez al mes,Una vez al mes,Entre 2 y 4 veces al mes,Entre 2 y 4 veces al mes,Entre 2 y 4 veces al mes,Entre 2 y 4 veces al mes,5 o más veces al mes,Entre 2 y 4 veces al mes,5 o más veces al mes,Entre 2 y 4 veces al mes
7/12/2023 18:56:03,Guapi,,Decimo,De 14-17 años,Masculino,"Madre, Padre y hermanos",Rural,,Entre 2 y 4 veces al mes,Entre 2 y 4 veces al mes,Nunca,Una vez al mes,Una vez al mes,Entre 2 y 4 veces al mes,Nunca,Entre 2 y 4 veces al mes,Nunca,Entre 2 y 4 veces al mes,Una vez al mes,Entre 2 y 4 veces al mes,Una vez al mes,Una vez al mes,Entre 2 y 4 veces al mes,Nunca
7/12/2023 19:26:36,Guapi,,Once,De 14-17 años,Masculino,"Madre, Padre y hermanos",Rural,,Nunca,Nunca,Nunca,Nunca,Una vez al mes,5 o más veces al mes,Nunca,Entre 2 y 4 veces al mes,Nunca,Una vez al mes,Una vez al mes,Una vez al mes,Nunca,Nunca,Nunca,Nunca
7/12/2023 19:30:04,Guapi,,Decimo,De 14-17 años,Femenino,Otros,Rural,,Nunca,5 o más veces al mes,5 o más veces al mes,Nunca,5 o más veces al mes,5 o más veces al mes,Nunca,5 o más veces al mes,Entre 2 y 4 veces al mes,5 o más veces al mes,Entre 2 y 4 veces al mes,5 o más veces al mes,Nunca,Nunca,Nunca,Nunca
8/8/2023 10:54:18,Medellín,,Once,De 14-17 años,Femenino,Madre,Urbano,,Nunca,Nunca,Nunca,Nunca,Nunca,Una vez al mes,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
8/8/2023 10:54:45,Medellín,,Once,De 14-17 años,Femenino,"Madre, Padre y hermanos",Urbano,,Una vez al mes,Una vez al mes,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Una vez al mes,Nunca
8/8/2023 10:54:45,Medellín,,Once,De 14-17 años,Femenino,Otros,Rural,,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
8/8/2023 10:54:52,Medellín,,Once,De 14-17 años,Femenino,"Madre, Padre y hermanos",Urbano,,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Una vez al mes,Nunca,Una vez al mes
8/8/2023 10:55:18,Medellín,,Once,De 14-17 años,Femenino,Madre y Padre,Rural,,Nunca,Nunca,Nunca,Nunca,Nunca,Una vez al mes,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
8/8/2023 10:55:24,Medellín,,Once,De 14-17 años,Femenino,"Madre, Padre y hermanos",Rural,,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
8/8/2023 10:55:37,Medellín,,Once,De 14-17 años,Femenino,"Madre, Padre y hermanos",Urbano,,Nunca,Nunca,Nunca,Nunca,Nunca,Una vez al mes,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
8/8/2023 10:55:37,Medellín,,Once,De 14-17 años,Femenino,Otros,Urbano,,Nunca,Nunca,Nunca,Nunca,Nunca,Una vez al mes,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
8/8/2023 10:55:51,Medellín,,Once,De 14-17 años,Femenino,"Madre, Padre y hermanos",Urbano,,Nunca,Nunca,Nunca,Nunca,Nunca,Una vez al mes,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
8/8/2023 10:55:58,Medellín,,Once,Mayor a 17 años,Masculino,Madre y Padre,Urbano,,Nunca,Nunca,Entre 2 y 4 veces al mes,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
8/8/2023 10:56:03,Medellín,,Once,De 14-17 años,Femenino,Madre,Urbano,,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Una vez al mes,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
8/8/2023 10:56:37,Medellín,,Once,De 14-17 años,Femenino,Otros,Urbano,,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
8/8/2023 10:57:15,Medellín,,Once,De 14-17 años,Masculino,Madre,Rural,,Nunca,Nunca,Nunca,Nunca,Nunca,Entre 2 y 4 veces al mes,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Entre 2 y 4 veces al mes,Nunca,Nunca
8/8/2023 10:57:48,Medellín,,Once,De 14-17 años,Masculino,Otros,Urbano,,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
8/8/2023 10:58:19,Medellín,,Once,De 14-17 años,Masculino,"Madre, Padre y hermanos",Urbano,,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
8/8/2023 11:02:29,Medellín,,Once,De 14-17 años,Femenino,Madre,Urbano,,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
8/8/2023 11:05:03,Barranquilla,,Once,De 14-17 años,Masculino,Madre,Rural,,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
8/8/2023 11:07:02,Medellín,,Once,De 14-17 años,Femenino,Otros,Urbano,,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
8/8/2023 11:08:40,Medellín,,Once,De 14-17 años,Masculino,Otros,Urbano,,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
8/8/2023 11:10:56,Medellín,,Once,De 14-17 años,Femenino,"Madre, Padre y hermanos",Rural,,Entre 2 y 4 veces al mes,Nunca,Nunca,Nunca,Nunca,Una vez al mes,Una vez al mes,Nunca,Nunca,Nunca,Nunca,Entre 2 y 4 veces al mes,Nunca,Nunca,Una vez al mes,Nunca
8/8/2023 11:13:14,Medellín,,Once,De 14-17 años,Femenino,"Madre, Padre y hermanos",Rural,,Nunca,Nunca,Nunca,Nunca,Nunca,Entre 2 y 4 veces al mes,Nunca,Nunca,Nunca,Nunca,Entre 2 y 4 veces al mes,Nunca,Entre 2 y 4 veces al mes,Nunca,Nunca,Nunca
8/8/2023 11:17:52,Medellín,,Once,Mayor a 17 años,Femenino,"Madre, Padre y hermanos",Urbano,,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Una vez al mes,Una vez al mes
8/8/2023 11:22:38,Medellín,,Once,Mayor a 17 años,Femenino,"Madre, Padre y hermanos",Urbano,,Nunca,Nunca,Nunca,Nunca,Nunca,Una vez al mes,Entre 2 y 4 veces al mes,Entre 2 y 4 veces al mes,Nunca,Nunca,Entre 2 y 4 veces al mes,Entre 2 y 4 veces al mes,Entre 2 y 4 veces al mes,Entre 2 y 4 veces al mes,Entre 2 y 4 veces al mes,Una vez al mes
8/8/2023 11:27:57,Medellín,,Once,De 14-17 años,Masculino,"Madre, Padre y hermanos",Urbano,,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
8/8/2023 11:55:06,Medellín,,Decimo,De 14-17 años,Femenino,"Tíos , abuelos o primos",Rural,,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
8/8/2023 11:55:51,Medellín,,Decimo,De 14-17 años,Masculino,Madre y Padre,Urbano,,Nunca,Nunca,Nunca,Nunca,Entre 2 y 4 veces al mes,5 o más veces al mes,Nunca,Nunca,Nunca,Nunca,Una vez al mes,Nunca,Nunca,Nunca,Una vez al mes,Nunca
8/8/2023 11:56:12,Medellín,,Decimo,De 14-17 años,Masculino,Madre y Padre,Urbano,,Una vez al mes,Una vez al mes,Una vez al mes,Nunca,Nunca,Entre 2 y 4 veces al mes,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
8/8/2023 11:57:08,Medellín,,Decimo,Mayor a 17 años,Femenino,Otros,Rural,,Una vez al mes,Entre 2 y 4 veces al mes,Una vez al mes,Una vez al mes,Nunca,Entre 2 y 4 veces al mes,Una vez al mes,Nunca,Nunca,Nunca,Nunca,Nunca,Entre 2 y 4 veces al mes,Entre 2 y 4 veces al mes,Entre 2 y 4 veces al mes,Nunca
8/8/2023 11:57:43,Medellín,,Decimo,De 14-17 años,Femenino,"Madre, Padre y hermanos",Urbano,,Entre 2 y 4 veces al mes,Nunca,Nunca,Nunca,Nunca,Entre 2 y 4 veces al mes,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Una vez al mes,Nunca,Nunca
8/8/2023 11:57:48,Medellín,,Decimo,De 14-17 años,Masculino,Otros,Rural,,Nunca,Nunca,Nunca,5 o más veces al mes,5 o más veces al mes,5 o más veces al mes,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Una vez al mes,Nunca,Nunca
8/8/2023 11:57:49,Medellín,,Decimo,De 14-17 años,Masculino,Madre y Padre,Rural,,Entre 2 y 4 veces al mes,Nunca,Nunca,5 o más veces al mes,5 o más veces al mes,5 o más veces al mes,Nunca,5 o más veces al mes,Nunca,Entre 2 y 4 veces al mes,Entre 2 y 4 veces al mes,5 o más veces al mes,Nunca,Una vez al mes,Nunca,Nunca
8/8/2023 11:57:49,Medellín,,Decimo,De 14-17 años,Masculino,"Madre, Padre y hermanos",Urbano,,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
8/8/2023 11:58:04,Medellín,,Decimo,De 14-17 años,Masculino,Madre y Padre,Urbano,,Nunca,Una vez al mes,Nunca,Una vez al mes,Nunca,Una vez al mes,5 o más veces al mes,Entre 2 y 4 veces al mes,Nunca,Una vez al mes,Entre 2 y 4 veces al mes,Una vez al mes,Una vez al mes,5 o más veces al mes,5 o más veces al mes,Entre 2 y 4 veces al mes
8/8/2023 11:59:05,Medellín,,Decimo,De 14-17 años,Masculino,Otros,Urbano,,Nunca,Nunca,Nunca,Entre 2 y 4 veces al mes,Una vez al mes,Entre 2 y 4 veces al mes,Una vez al mes,Una vez al mes,Una vez al mes,Una vez al mes,Una vez al mes,Una vez al mes,Nunca,Una vez al mes,Nunca,Nunca
8/8/2023 11:59:26,Medellín,,Decimo,De 14-17 años,Femenino,"Madre, Padre y hermanos",Urbano,,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
8/8/2023 11:59:47,Medellín,,Decimo,De 14-17 años,Femenino,Madre,Urbano,,Una vez al mes,Nunca,Nunca,Nunca,Nunca,Entre 2 y 4 veces al mes,Nunca,Una vez al mes,Nunca,Nunca,Una vez al mes,Una vez al mes,Nunca,Nunca,Nunca,Nunca
8/8/2023 12:00:06,Medellín,,Decimo,De 14-17 años,Masculino,Madre y Padre,Urbano,,Una vez al mes,Nunca,Nunca,Entre 2 y 4 veces al mes,Una vez al mes,Una vez al mes,Nunca,Una vez al mes,Nunca,Entre 2 y 4 veces al mes,5 o más veces al mes,Una vez al mes,Nunca,Una vez al mes,Nunca,Nunca
8/8/2023 12:00:37,Medellín,,Decimo,De 14-17 años,Prefiero no decirlo,"Madre, Padre y hermanos",Rural,,5 o más veces al mes,Entre 2 y 4 veces al mes,Nunca,Entre 2 y 4 veces al mes,Entre 2 y 4 veces al mes,5 o más veces al mes,Entre 2 y 4 veces al mes,Entre 2 y 4 veces al mes,Una vez al mes,Una vez al mes,Entre 2 y 4 veces al mes,Entre 2 y 4 veces al mes,Una vez al mes,5 o más veces al mes,Una vez al mes,Entre 2 y 4 veces al mes
8/8/2023 12:01:13,Medellín,,Decimo,Mayor a 17 años,Femenino,"Tíos , abuelos o primos",Urbano,,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
8/8/2023 12:01:16,Medellín,,Decimo,De 14-17 años,Masculino,Madre,Rural,,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
8/8/2023 12:01:22,Medellín,,Decimo,De 14-17 años,Femenino,Madre,Urbano,,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,5 o más veces al mes,Nunca,Nunca
8/8/2023 12:01:41,Medellín,,Decimo,De 14-17 años,Femenino,Madre,Urbano,,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,5 o más veces al mes,Nunca,Nunca
8/8/2023 12:02:23,Medellín,,Decimo,De 14-17 años,Femenino,"Madre, Padre y hermanos",Rural,,Nunca,Entre 2 y 4 veces al mes,Nunca,Nunca,Nunca,5 o más veces al mes,Nunca,Entre 2 y 4 veces al mes,Nunca,Entre 2 y 4 veces al mes,Nunca,Nunca,Una vez al mes,Nunca,Nunca,Nunca
8/8/2023 12:02:36,Medellín,,Decimo,De 14-17 años,Femenino,Madre,Urbano,,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
8/8/2023 12:02:56,Medellín,,Decimo,De 14-17 años,Masculino,Madre,Urbano,,Una vez al mes,Entre 2 y 4 veces al mes,Nunca,Una vez al mes,Nunca,Entre 2 y 4 veces al mes,Nunca,Entre 2 y 4 veces al mes,Nunca,Una vez al mes,Nunca,Nunca,Una vez al mes,Nunca,Una vez al mes,Una vez al mes
8/8/2023 12:03:00,Medellín,,Decimo,De 14-17 años,Femenino,Madre,Urbano,,Nunca,Nunca,Nunca,Nunca,Nunca,Una vez al mes,Nunca,Nunca,Nunca,Nunca,Nunca,Una vez al mes,Nunca,Nunca,Entre 2 y 4 veces al mes,Nunca
8/8/2023 12:04:21,Medellín,,Decimo,De 14-17 años,Masculino,Madre y Padre,Rural,,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
8/8/2023 12:05:09,Medellín,,Decimo,De 14-17 años,Femenino,"Madre, Padre y hermanos",Rural,,Entre 2 y 4 veces al mes,Nunca,Nunca,Una vez al mes,Nunca,Nunca,Nunca,Una vez al mes,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
8/8/2023 12:06:52,Medellín,,Decimo,De 14-17 años,Femenino,Madre,Urbano,,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Una vez al mes,Nunca,Nunca,Nunca,Nunca
8/8/2023 12:21:08,Medellín,,Decimo,De 14-17 años,Masculino,Madre,Urbano,,Nunca,Nunca,Nunca,Una vez al mes,Nunca,Nunca,Nunca,Nunca,Nunca,Una vez al mes,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
8/9/2023 8:53:35,Medellín,,Once,Mayor a 17 años,Femenino,"Tíos , abuelos o primos",Rural,,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Una vez al mes,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
8/9/2023 8:54:13,Medellín,,Once,De 14-17 años,Femenino,"Madre, Padre y hermanos",Urbano,,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
8/9/2023 8:54:30,Medellín,,Once,De 14-17 años,Femenino,"Madre, Padre y hermanos",Urbano,,Una vez al mes,Nunca,Nunca,Nunca,Nunca,Entre 2 y 4 veces al mes,Nunca,Nunca,Nunca,Una vez al mes,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
8/9/2023 8:54:46,Medellín,,Once,Mayor a 17 años,Femenino,Madre y Padre,Urbano,,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
8/9/2023 8:54:47,Medellín,,Once,Mayor a 17 años,Femenino,"Madre, Padre y hermanos",Urbano,,Una vez al mes,Nunca,Nunca,Nunca,Nunca,Una vez al mes,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
8/9/2023 8:55:38,Medellín,,Once,De 14-17 años,Femenino,Otros,Rural,,Una vez al mes,Nunca,Nunca,Una vez al mes,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
8/9/2023 8:55:42,Medellín,,Once,De 14-17 años,Masculino,Madre y Padre,Urbano,,Nunca,Nunca,Nunca,5 o más veces al mes,Una vez al mes,5 o más veces al mes,5 o más veces al mes,5 o más veces al mes,5 o más veces al mes,5 o más veces al mes,5 o más veces al mes,Nunca,Nunca,Nunca,Nunca,Nunca
8/9/2023 8:55:44,Medellín,,Once,De 14-17 años,Masculino,"Madre, Padre y hermanos",Urbano,,Nunca,Nunca,Una vez al mes,5 o más veces al mes,5 o más veces al mes,5 o más veces al mes,5 o más veces al mes,5 o más veces al mes,5 o más veces al mes,5 o más veces al mes,5 o más veces al mes,5 o más veces al mes,Nunca,5 o más veces al mes,Nunca,Nunca
8/9/2023 8:55:52,Medellín,,Once,De 14-17 años,Masculino,Madre y Padre,Urbano,,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
8/9/2023 8:55:56,Medellín,,Once,De 14-17 años,Femenino,Madre,Rural,,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
8/9/2023 8:56:02,Medellín,,Once,Mayor a 17 años,Masculino,Madre y Padre,Urbano,,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
8/9/2023 8:56:16,Medellín,,Once,De 14-17 años,Femenino,"Madre, Padre y hermanos",Urbano,,Una vez al mes,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Una vez al mes,Entre 2 y 4 veces al mes,Nunca,Una vez al mes,Nunca,Nunca
8/9/2023 8:56:39,Medellín,,Once,De 14-17 años,Femenino,"Tíos , abuelos o primos",Urbano,,Una vez al mes,Nunca,Nunca,Una vez al mes,Nunca,Una vez al mes,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
8/9/2023 8:56:41,Medellín,,Once,De 14-17 años,Masculino,Madre y Padre,Urbano,,Nunca,Nunca,Nunca,Una vez al mes,Nunca,Entre 2 y 4 veces al mes,Entre 2 y 4 veces al mes,Una vez al mes,5 o más veces al mes,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
8/9/2023 8:57:02,Medellín,,Once,De 14-17 años,Masculino,"Madre, Padre y hermanos",Urbano,,Nunca,Nunca,Nunca,Nunca,Nunca,Una vez al mes,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
8/9/2023 8:57:24,Medellín,,Once,De 14-17 años,Femenino,"Madre, Padre y hermanos",Urbano,,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
8/9/2023 8:58:06,Medellín,,Once,De 14-17 años,Femenino,Madre y Padre,Rural,,Una vez al mes,Nunca,Nunca,Nunca,Una vez al mes,Una vez al mes,Nunca,Nunca,Nunca,Una vez al mes,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
8/9/2023 8:58:30,Medellín,,Once,De 14-17 años,Femenino,Otros,Rural,,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
8/9/2023 8:58:39,Medellín,,Once,De 14-17 años,Femenino,Otros,Rural,,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Una vez al mes,Nunca,Nunca,Nunca,Nunca
8/9/2023 8:58:43,Medellín,,Once,De 14-17 años,Femenino,"Madre, Padre y hermanos",Urbano,,Una vez al mes,Nunca,Una vez al mes,Una vez al mes,Nunca,Una vez al mes,Nunca,Una vez al mes,Nunca,Una vez al mes,Nunca,Una vez al mes,Nunca,Nunca,Nunca,Nunca
8/9/2023 8:58:46,Medellín,,Once,De 14-17 años,Prefiero no decirlo,Otros,Rural,,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Una vez al mes,Nunca
8/9/2023 8:58:51,Medellín,,Once,Mayor a 17 años,Femenino,"Madre, Padre y hermanos",Urbano,,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
8/9/2023 8:58:53,Medellín,,Once,De 14-17 años,Masculino,"Madre, Padre y hermanos",Rural,,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
